,peak [eV],fwhm [eV],de_e,Effic_ESA-CS max,Effic_ESA-CS Mean,p0,p0_err
0,17.229529581842367,11.494318653022606,0.6671289891243514,0.0009243936285337461,0.0007459129278026122,[9.24393837e-04 1.72262541e+01 4.88148926e+00],[1.17796902e-05 7.18290681e-02 7.18322240e-02]
1,32.34144521722545,20.81273358446089,0.6435313401942773,0.0011058308472808138,0.0008922819186594598,[1.10583109e-03 3.23355365e+01 8.83796898e+00],[1.46358878e-05 1.35067605e-01 1.35070168e-01]
2,58.98797889523705,37.475986005285044,0.6353156474786598,0.0012651238267514426,0.0010207627923373274,[1.26512450e-03 5.89716232e+01 1.59118536e+01],[1.67136752e-05 2.42732476e-01 2.42735813e-01]
3,112.97734701046811,68.54315259716745,0.6066981957968659,0.0015258034832516813,0.001231269818557905,[1.52580410e-03 1.13003464e+02 2.91134303e+01],[1.82642803e-05 4.02407457e-01 4.02409104e-01]
4,209.38107501110022,131.2262657588598,0.6267341293949461,0.0017711740655399655,0.0014294256223567037,[1.77117468e-03 2.09427693e+02 5.57529191e+01],[2.41070446e-05 8.76236913e-01 8.76245379e-01]
5,424.6075508410442,278.8338669392118,0.656686077265724,0.002304102295051634,0.001859093584261649,[2.30410329e-03 4.24717563e+02 1.18394917e+02],[3.22798960e-05 1.91527463e+00 1.91533137e+00]
6,833.4791776515124,563.6972608026408,0.6763183483371067,0.002766652062075487,0.0022324083543843816,[2.76665273e-03 8.33312753e+02 2.39377828e+02],[3.62704163e-05 3.62364325e+00 3.62385364e+00]
