# These are the final computed Triple Event TOF values that are binned in the binned data file. Column from left to right are tof0, tof1, tof. Duh...
2.514518999999999949e+01,9.808919999999998751e+00,1.533627000000000073e+01
2.522581000000000273e+01,8.770300000000002427e+00,1.645551000000000030e+01
2.470026999999999973e+01,9.819700000000000983e+00,1.488056999999999874e+01
2.544898000000000238e+01,8.690049999999999386e+00,1.675893000000000299e+01
2.653464000000000667e+01,9.060650000000000759e+00,1.747399000000000058e+01
2.630793999999999500e+01,1.005410999999999966e+01,1.625382999999999711e+01
2.552123999999999882e+01,9.824709999999999610e+00,1.569653000000000098e+01
2.565910000000000579e+01,9.245370000000001198e+00,1.641373000000000104e+01
2.610166999999999859e+01,9.556939999999999102e+00,1.654472999999999772e+01
2.537458000000000169e+01,9.703190000000001092e+00,1.567139000000000060e+01
2.546889000000000181e+01,9.926269999999998817e+00,1.554261999999999944e+01
2.552808000000000277e+01,1.010196999999999967e+01,1.542611000000000132e+01
2.603947000000000145e+01,1.003611999999999860e+01,1.600335000000000463e+01
2.545861000000000018e+01,1.030665000000000120e+01,1.515196000000000076e+01
2.582610999999999990e+01,9.516409999999998703e+00,1.630969999999999942e+01
2.585062999999999889e+01,9.999020000000001573e+00,1.585160999999999909e+01
2.521720999999999790e+01,8.854040000000001243e+00,1.636316999999999666e+01
2.543121999999999971e+01,9.849650000000000460e+00,1.558156999999999925e+01
2.555840999999999852e+01,9.502119999999999678e+00,1.605629000000000062e+01
2.572482000000000113e+01,9.031179999999999097e+00,1.669363999999999848e+01
2.562310000000000088e+01,9.092700000000000671e+00,1.653040000000000020e+01
2.634538999999999831e+01,9.628650000000000375e+00,1.671673999999999793e+01
2.583270000000000266e+01,9.339759999999998286e+00,1.649294000000000082e+01
2.520456000000000074e+01,9.511769999999998504e+00,1.569278999999999868e+01
2.645079000000000136e+01,1.182800999999999902e+01,1.462278000000000056e+01
2.591828000000000287e+01,9.610699999999999577e+00,1.630758000000000152e+01
2.626040000000000063e+01,9.291310000000001068e+00,1.696908999999999779e+01
2.589522999999999797e+01,8.829479999999998441e+00,1.706574999999999775e+01
2.529982000000000042e+01,1.011215999999999937e+01,1.518766000000000282e+01
2.570072000000000045e+01,1.014678000000000146e+01,1.555393999999999899e+01
2.567032000000000380e+01,9.924920000000000186e+00,1.574540000000000362e+01
2.575652000000000186e+01,9.386720000000000397e+00,1.636980000000000146e+01
2.523109999999999786e+01,9.347560000000001423e+00,1.588354000000000177e+01
2.563044999999999973e+01,9.075100000000000833e+00,1.655534999999999712e+01
2.556296999999999642e+01,9.897220000000000795e+00,1.566574999999999918e+01
2.555911999999999651e+01,8.834680000000000533e+00,1.672444000000000131e+01
2.491707999999999856e+01,1.045382999999999996e+01,1.446325000000000038e+01
2.570961999999999392e+01,8.963510000000001199e+00,1.674611000000000161e+01
2.619310000000000116e+01,1.036265999999999998e+01,1.583043999999999762e+01
2.537650999999999968e+01,9.854809999999998738e+00,1.552169999999999916e+01
2.546809000000000012e+01,8.931279999999999220e+00,1.653680999999999912e+01
2.572233999999999909e+01,9.325590000000000046e+00,1.639675000000000082e+01
2.567063999999999879e+01,1.004475000000000229e+01,1.562589000000000006e+01
2.559015000000000128e+01,9.667449999999998766e+00,1.592270000000000074e+01
2.600165999999999755e+01,9.652249999999998664e+00,1.634940999999999534e+01
2.496907999999999817e+01,9.161599999999998190e+00,1.580747999999999820e+01
2.619031000000000020e+01,1.069259000000000093e+01,1.549771999999999927e+01
2.511341999999999786e+01,9.788809999999998013e+00,1.532460999999999807e+01
2.557755999999999830e+01,9.099309999999999121e+00,1.647824999999999918e+01
2.550609999999999999e+01,8.305849999999999511e+00,1.720025000000000048e+01
2.518041000000000196e+01,9.089099999999998403e+00,1.609131000000000000e+01
2.590301999999999794e+01,1.008714999999999939e+01,1.581586999999999854e+01
2.577443000000000239e+01,9.482219999999999871e+00,1.629221000000000075e+01
2.543983000000000061e+01,9.004449999999998511e+00,1.643537999999999855e+01
2.561011999999999844e+01,9.356400000000000716e+00,1.625371999999999773e+01
2.600651000000000224e+01,1.021823999999999977e+01,1.578827000000000069e+01
2.517755000000000010e+01,9.626009999999999067e+00,1.555154000000000281e+01
2.571183999999999870e+01,9.783649999999999736e+00,1.592819000000000251e+01
2.586217999999999861e+01,1.024767000000000117e+01,1.561450999999999745e+01
2.553468999999999767e+01,9.133749999999999147e+00,1.640093999999999852e+01
2.494294000000000011e+01,1.056202000000000041e+01,1.438091999999999793e+01
2.585688999999999993e+01,1.083154000000000039e+01,1.502534999999999954e+01
2.545844999999999914e+01,9.186050000000001603e+00,1.627240000000000109e+01
2.547530999999999679e+01,9.674570000000001002e+00,1.580074000000000112e+01
2.548762999999999934e+01,1.035825999999999958e+01,1.512936999999999976e+01
2.567562999999999818e+01,9.918800000000000949e+00,1.575682999999999900e+01
2.582330999999999932e+01,1.010035999999999845e+01,1.572294999999999909e+01
2.651289000000000229e+01,1.118069999999999986e+01,1.533219000000000243e+01
2.588915000000000077e+01,1.005719999999999814e+01,1.583195000000000086e+01
2.551220000000000354e+01,9.168850000000000833e+00,1.634335000000000448e+01
2.528607999999999834e+01,8.531060000000000088e+00,1.675501999999999825e+01
2.533930000000000149e+01,9.761839999999999407e+00,1.557746000000000208e+01
2.559876000000000218e+01,9.056810000000000471e+00,1.654194999999999993e+01
2.551273000000000124e+01,8.772529999999999717e+00,1.674020000000000152e+01
2.659212000000000131e+01,1.070781000000000027e+01,1.588431000000000282e+01
2.533230000000000004e+01,9.996869999999999479e+00,1.533543000000000056e+01
2.542205000000000226e+01,9.028240000000000265e+00,1.639381000000000199e+01
2.552881000000000000e+01,8.452220000000000510e+00,1.707658999999999949e+01
2.626387999999999678e+01,9.841210000000000235e+00,1.642267000000000010e+01
2.553217000000000070e+01,9.846910000000001162e+00,1.568525999999999954e+01
2.608807999999999439e+01,9.701010000000000133e+00,1.638707000000000136e+01
2.518770999999999916e+01,1.008425000000000082e+01,1.510345999999999833e+01
2.509143000000000256e+01,9.537810000000000343e+00,1.555362000000000045e+01
2.545851000000000042e+01,1.077624999999999922e+01,1.468225999999999942e+01
2.558179000000000514e+01,9.591920000000000002e+00,1.598986999999999981e+01
2.614195999999999742e+01,8.684639999999999915e+00,1.745731999999999928e+01
2.575955000000000084e+01,9.532679999999997378e+00,1.622687000000000168e+01
2.557938999999999652e+01,1.029233999999999938e+01,1.528705000000000069e+01
2.572076000000000207e+01,9.496760000000000090e+00,1.622400000000000375e+01
2.564762999999999593e+01,1.020262999999999920e+01,1.544500000000000028e+01
2.608001000000000502e+01,8.828210000000002111e+00,1.725180000000000291e+01
2.576634999999999920e+01,9.577939999999999898e+00,1.618841000000000108e+01
2.544057000000000102e+01,9.189149999999999707e+00,1.625142000000000309e+01
2.609597999999999729e+01,9.063719999999998223e+00,1.703226000000000084e+01
2.520204999999999984e+01,8.730999999999999872e+00,1.647105000000000175e+01
2.560344000000000264e+01,9.962719999999999132e+00,1.564071999999999996e+01
2.581411999999999907e+01,1.003130999999999950e+01,1.578280999999999779e+01
2.603381000000000256e+01,1.022168000000000099e+01,1.581212999999999802e+01
2.582414999999999949e+01,9.979669999999998709e+00,1.584448000000000079e+01
2.569083999999999790e+01,9.844769999999998689e+00,1.584607000000000099e+01
2.545999000000000123e+01,9.500520000000001630e+00,1.595946999999999960e+01
